event_id,original_event_id,source,country,state_or_province,latitude,longitude,event_date,sample_type,is_landslide,trigger,fatalities,nearest_event_distance_km,original_source_fields
BG-NER-0015,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.85795,95.2027,2009-08-20,background,0,None (Background Reference),0,41.81,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 41.81, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0016,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.80558,91.68292,2011-09-06,background,0,None (Background Reference),0,34.91,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 34.91, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0017,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.24159,94.00505,2008-10-29,background,0,None (Background Reference),0,4.0,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.0, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0018,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.0752,93.28017,2016-05-18,background,0,None (Background Reference),0,62.57,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 62.57, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0019,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,24.98006,94.18744,2014-09-22,background,0,None (Background Reference),0,4.06,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.06, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0020,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.53741,92.03287,2010-07-25,background,0,None (Background Reference),0,31.37,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.37, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0021,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.8127,92.76898,2013-05-12,background,0,None (Background Reference),0,39.06,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 39.06, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0022,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.7323,93.26307,2011-07-24,background,0,None (Background Reference),0,30.61,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 30.61, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0023,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.79857,89.81081,2010-04-01,background,0,None (Background Reference),0,12.44,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 12.44, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0024,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.09984,90.36068,2010-06-16,background,0,None (Background Reference),0,38.38,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 38.38, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0025,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,27.55693,95.73842,2010-04-20,background,0,None (Background Reference),0,43.03,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 43.03, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0026,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.58963,94.18039,2012-06-03,background,0,None (Background Reference),0,6.27,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 6.27, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0027,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.43126,93.2023,2013-05-11,background,0,None (Background Reference),0,7.32,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 7.32, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0028,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,27.08716,95.55079,2014-09-22,background,0,None (Background Reference),0,11.09,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 11.09, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0029,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,27.49822,93.52561,2014-09-22,background,0,None (Background Reference),0,34.99,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 34.99, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0030,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.37175,91.48968,2011-05-22,background,0,None (Background Reference),0,25.79,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 25.79, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0031,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.71857,92.72418,2009-08-20,background,0,None (Background Reference),0,31.58,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.58, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0032,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,24.34629,93.42589,2009-08-20,background,0,None (Background Reference),0,30.8,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 30.8, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0033,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.06934,93.40829,2011-07-24,background,0,None (Background Reference),0,51.83,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 51.83, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0034,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,27.50565,95.31038,2015-09-01,background,0,None (Background Reference),0,38.74,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 38.74, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0035,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,27.13582,93.63416,2011-06-29,background,0,None (Background Reference),0,4.04,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.04, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0036,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.26582,95.30358,2010-06-03,background,0,None (Background Reference),0,37.15,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 37.15, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0037,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.13975,93.3959,2012-06-25,background,0,None (Background Reference),0,4.8,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.8, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0038,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,24.78514,93.49305,2014-06-28,background,0,None (Background Reference),0,3.6,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 3.6, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0039,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.7502,94.39622,2016-07-07,background,0,None (Background Reference),0,12.18,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 12.18, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0040,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.48453,94.94247,2013-09-01,background,0,None (Background Reference),0,7.75,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 7.75, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0041,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.56205,91.72803,2013-08-17,background,0,None (Background Reference),0,7.65,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 7.65, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0042,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.51735,93.81156,2012-06-22,background,0,None (Background Reference),0,5.69,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 5.69, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0043,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,24.76204,91.47995,2016-07-07,background,0,None (Background Reference),0,74.78,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 74.78, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0044,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,24.60207,93.12862,2013-08-17,background,0,None (Background Reference),0,22.93,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 22.93, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0045,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.13411,92.8965,2014-09-22,background,0,None (Background Reference),0,4.36,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.36, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0046,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,27.47227,91.93037,2010-06-03,background,0,None (Background Reference),0,12.3,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 12.3, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0047,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.44724,91.682,2011-06-29,background,0,None (Background Reference),0,20.9,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 20.9, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0048,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.68746,94.71793,2011-09-23,background,0,None (Background Reference),0,3.55,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 3.55, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0049,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.00282,93.14978,2016-05-18,background,0,None (Background Reference),0,53.54,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 53.54, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0050,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.81609,94.27021,2010-10-09,background,0,None (Background Reference),0,43.59,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 43.59, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0051,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.6406,94.10437,2016-07-20,background,0,None (Background Reference),0,54.12,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 54.12, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0052,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.53763,93.93277,2012-06-03,background,0,None (Background Reference),0,6.18,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 6.18, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0053,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.47584,92.25617,2010-08-27,background,0,None (Background Reference),0,53.26,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 53.26, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0054,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.07948,90.48183,2008-06-15,background,0,None (Background Reference),0,15.7,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 15.7, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0055,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.62365,90.40588,2011-05-24,background,0,None (Background Reference),0,12.6,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 12.6, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0056,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.4092,91.23247,2008-10-29,background,0,None (Background Reference),0,8.62,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 8.62, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0057,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.70473,90.56594,2014-05-09,background,0,None (Background Reference),0,79.61,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 79.61, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0058,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.82261,90.90196,2010-10-08,background,0,None (Background Reference),0,30.58,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 30.58, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0059,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,27.0297,93.1257,2015-09-23,background,0,None (Background Reference),0,34.79,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 34.79, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0060,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.16625,94.4882,2008-10-29,background,0,None (Background Reference),0,5.09,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 5.09, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0061,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.61503,90.05854,2010-07-25,background,0,None (Background Reference),0,13.1,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 13.1, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0062,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.97693,91.04713,2014-09-22,background,0,None (Background Reference),0,18.5,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 18.5, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0063,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.50649,93.20539,2013-05-11,background,0,None (Background Reference),0,4.43,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.43, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0064,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,27.22116,91.57808,2010-10-09,background,0,None (Background Reference),0,48.43,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 48.43, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0065,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.8842,94.11276,2016-05-18,background,0,None (Background Reference),0,32.95,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 32.95, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0066,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.56191,94.23556,2012-06-03,background,0,None (Background Reference),0,38.6,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 38.6, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0067,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,24.58667,93.77777,2016-07-14,background,0,None (Background Reference),0,17.85,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 17.85, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0068,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,24.88129,93.09683,2011-09-06,background,0,None (Background Reference),0,8.4,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 8.4, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0069,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.96278,93.26248,2012-06-13,background,0,None (Background Reference),0,50.04,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 50.04, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0070,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.09521,95.2309,2007-08-26,background,0,None (Background Reference),0,34.52,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 34.52, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0071,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,24.94049,91.53275,2007-07-19,background,0,None (Background Reference),0,60.08,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 60.08, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0072,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.04312,94.26665,2015-07-25,background,0,None (Background Reference),0,5.87,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 5.87, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0073,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,27.07753,94.42145,2008-05-20,background,0,None (Background Reference),0,34.77,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 34.77, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0074,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.28495,91.3761,2011-06-29,background,0,None (Background Reference),0,13.67,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 13.67, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0075,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.79863,89.92567,2008-06-15,background,0,None (Background Reference),0,8.62,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 8.62, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0076,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.41669,90.8651,2015-07-22,background,0,None (Background Reference),0,39.45,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 39.45, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0077,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.83923,92.75762,2011-09-23,background,0,None (Background Reference),0,42.14,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 42.14, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0078,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.21681,92.32596,2007-08-26,background,0,None (Background Reference),0,46.22,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 46.22, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0079,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.41885,93.25,2008-06-15,background,0,None (Background Reference),0,12.01,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 12.01, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0080,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,26.29075,95.12207,2014-09-22,background,0,None (Background Reference),0,20.7,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 20.7, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0081,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,27.41316,93.21684,2012-06-22,background,0,None (Background Reference),0,18.57,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 18.57, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0082,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Assam,25.6277,91.57159,2008-08-14,background,0,None (Background Reference),0,29.05,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 29.05, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0083,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.42189,93.9949,2010-07-06,background,0,None (Background Reference),0,37.64,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 37.64, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0084,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.59833,95.09775,2010-10-09,background,0,None (Background Reference),0,15.16,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 15.16, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0085,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.98858,94.22134,2010-07-06,background,0,None (Background Reference),0,29.12,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 29.12, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0086,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.24486,94.23985,2015-06-24,background,0,None (Background Reference),0,16.24,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 16.24, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0087,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.33744,93.52365,2007-08-28,background,0,None (Background Reference),0,25.16,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 25.16, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0088,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.98559,93.60823,2007-08-28,background,0,None (Background Reference),0,11.27,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 11.27, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0089,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.39824,95.04026,2016-07-10,background,0,None (Background Reference),0,44.08,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 44.08, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0090,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.53182,93.97399,2008-08-19,background,0,None (Background Reference),0,48.62,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 48.62, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0091,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.8809,95.15459,2010-10-10,background,0,None (Background Reference),0,16.15,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 16.15, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0092,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.97631,94.26101,2011-06-21,background,0,None (Background Reference),0,31.95,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.95, 'temporal_anchor': 'empirical_monsoon_distribution'}"
