event_id,sample_type,latitude,longitude,landcover_class,lc_tree_cover,land_cover_builtup,landcover_source
GLC-REAL-9335,observed_landslide,24.5202,92.7239,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7279,observed_landslide,24.9818,93.5142,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6288,observed_landslide,26.1985,91.7998,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5087,observed_landslide,25.6269,94.1139,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-258,observed_landslide,24.4279,94.0564,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5338,observed_landslide,26.8727,94.9275,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2411,observed_landslide,27.0011,93.7273,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6143,observed_landslide,23.7327,92.7463,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9124,observed_landslide,25.203,90.5573,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2282,observed_landslide,26.1984,94.8158,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9338,observed_landslide,24.4638,92.4943,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2421,observed_landslide,23.75407,92.74129,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2249,observed_landslide,26.0814,94.803,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8901,observed_landslide,25.7902,94.1318,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2283,observed_landslide,24.8961,93.4957,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6016,observed_landslide,24.8669,92.3576,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-215,observed_landslide,25.7428,93.9136,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7780,observed_landslide,23.3572,92.7878,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2281,observed_landslide,25.6156,94.11603,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1996,observed_landslide,26.4333,94.8833,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6283,observed_landslide,26.1314,91.7548,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8930,observed_landslide,26.1699,94.4922,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-869,observed_landslide,27.2333,94.1167,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-285,observed_landslide,24.1293,92.6921,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3662,observed_landslide,25.03562,94.01442,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5427,observed_landslide,25.3833,94.1884,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8339,observed_landslide,26.1666,91.7042,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4905,observed_landslide,26.0977,94.7031,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9186,observed_landslide,25.48,94.1383,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5107,observed_landslide,25.6269,94.1139,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7253,observed_landslide,24.7979,92.9974,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6286,observed_landslide,26.1044,91.7082,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-594,observed_landslide,24.9336,93.8275,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5337,observed_landslide,26.4205,94.9731,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3881,observed_landslide,27.1034,93.6885,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3925,observed_landslide,27.4888,93.0153,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7383,observed_landslide,23.899,94.1434,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8900,observed_landslide,25.0118,94.3136,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4757,observed_landslide,28.1193,95.1645,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7666,observed_landslide,25.1019,93.3729,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2045,observed_landslide,26.2363,94.8133,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7701,observed_landslide,25.6278,94.1051,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2422,observed_landslide,23.74183,92.71419,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6513,observed_landslide,23.0137,91.7174,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2248,observed_landslide,26.222,94.9152,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5268,observed_landslide,26.0137,94.5163,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6106,observed_landslide,26.1407,91.7645,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3965,observed_landslide,24.808,93.117,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6969,observed_landslide,25.5114,90.215,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2044,observed_landslide,25.8877,94.7861,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2587,observed_landslide,25.6623,94.1072,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8684,observed_landslide,25.9611,91.3681,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1596,observed_landslide,24.7339,93.9161,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1771,observed_landslide,26.1978,91.7665,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7364,observed_landslide,24.819,94.3551,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6968,observed_landslide,25.463,92.2121,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7373,observed_landslide,24.9111,94.4759,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4570,observed_landslide,27.8458,95.2253,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1935,observed_landslide,23.8986,91.7599,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2577,observed_landslide,25.5265,93.8673,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7276,observed_landslide,26.1062,91.8717,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2576,observed_landslide,25.4788,94.1399,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6293,observed_landslide,25.5006,90.0896,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4858,observed_landslide,26.1662,91.7138,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5269,observed_landslide,25.8376,94.5234,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5270,observed_landslide,26.0481,94.4619,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6284,observed_landslide,26.1324,91.8342,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9251,observed_landslide,25.8702,94.7844,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7699,observed_landslide,26.0214,94.5224,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7664,observed_landslide,24.7459,93.4251,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7589,observed_landslide,25.2568,92.3825,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7887,observed_landslide,27.8835,96.9262,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9404,observed_landslide,28.0822,96.5316,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6287,observed_landslide,26.1295,91.7056,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2304,observed_landslide,25.5718,94.1211,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5273,observed_landslide,26.1807,94.5497,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8995,observed_landslide,26.1963,91.8074,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2567,observed_landslide,25.6633,94.4703,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6285,observed_landslide,26.159,91.8178,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-868,observed_landslide,26.3333,91.25,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5005,observed_landslide,26.72,95.029,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3860,observed_landslide,25.4192,94.108,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1127,observed_landslide,25.1718,93.123,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5603,observed_landslide,25.426,94.6024,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2042,observed_landslide,26.0093,94.5238,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5442,observed_landslide,27.1614,93.7525,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7933,observed_landslide,26.1868,91.6739,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3637,observed_landslide,25.51615,94.23412,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3837,observed_landslide,26.5836,93.0038,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-220,observed_landslide,25.1333,93.9667,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-212,observed_landslide,25.5576,91.8506,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7372,observed_landslide,25.0634,94.3415,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2570,observed_landslide,24.837,93.9128,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3806,observed_landslide,27.1032,93.6884,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2026,observed_landslide,25.4916,91.2698,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-714,observed_landslide,27.163,94.0,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6110,observed_landslide,26.1619,91.7697,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-247,observed_landslide,25.0604,93.9877,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4407,observed_landslide,25.0951,92.3567,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3789,observed_landslide,27.2743,92.9064,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6292,observed_landslide,25.7238,89.9032,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-545,observed_landslide,24.9849,92.8411,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7265,observed_landslide,25.5007,93.9854,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2436,observed_landslide,24.3069,93.125,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7727,observed_landslide,25.6263,94.1057,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7334,observed_landslide,28.1737,94.7596,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6200,observed_landslide,27.0869,93.6086,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7778,observed_landslide,23.8447,93.0514,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6290,observed_landslide,25.5772,91.8666,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4408,observed_landslide,25.5498,92.0757,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4403,observed_landslide,24.8142,93.5444,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2140,observed_landslide,25.0477,92.801,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2243,observed_landslide,25.70224,94.0462,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9142,observed_landslide,26.3185,94.5247,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6107,observed_landslide,26.1844,91.7896,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-255,observed_landslide,24.2451,94.0691,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7660,observed_landslide,25.6237,94.1136,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7389,observed_landslide,24.4072,94.0644,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2437,observed_landslide,23.7527,92.694,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-731,observed_landslide,26.138,94.25,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7371,observed_landslide,23.9939,94.0573,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7923,observed_landslide,26.49349,91.72138,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-760,observed_landslide,25.67,94.1066,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2182,observed_landslide,24.9356,93.8443,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1954,observed_landslide,24.7543,93.5039,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6963,observed_landslide,23.7131,92.7362,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5336,observed_landslide,26.3897,94.9439,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7590,observed_landslide,25.1416,92.3807,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1222,observed_landslide,23.73479,92.72124,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8222,observed_landslide,26.1961,91.7825,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7706,observed_landslide,25.0728,92.3636,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8224,observed_landslide,23.7313,92.7187,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4241,observed_landslide,25.1604,93.6795,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1930,observed_landslide,28.4298,95.8776,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9334,observed_landslide,24.5204,92.7264,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8237,observed_landslide,27.0136,92.6351,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-585,observed_landslide,27.0998,93.6287,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4859,observed_landslide,26.1771,91.7599,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4436,observed_landslide,26.9986,95.4993,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3916,observed_landslide,25.7713,93.8067,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5250,observed_landslide,27.8837,93.0515,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3738,observed_landslide,24.8063,93.9482,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2426,observed_landslide,22.7176,92.8416,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1084,observed_landslide,27.7,92.8,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7266,observed_landslide,25.5098,93.8794,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1129,observed_landslide,24.8628,94.4182,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2166,observed_landslide,24.9786,93.5027,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-213,observed_landslide,25.2946,92.8339,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4426,observed_landslide,26.1226,91.7162,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8366,observed_landslide,25.583,91.893,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1934,observed_landslide,24.6005,92.3814,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7655,observed_landslide,27.5799,91.8569,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9464,observed_landslide,27.5754,91.9754,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3912,observed_landslide,27.44,92.2833,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5272,observed_landslide,26.2083,94.5438,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-580,observed_landslide,24.6596,93.9784,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5575,observed_landslide,25.8266,94.1497,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8996,observed_landslide,26.1768,91.7702,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1613,observed_landslide,27.8997,93.3497,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4857,observed_landslide,23.7281,92.7175,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6945,observed_landslide,25.16,93.686,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1857,observed_landslide,25.3433,92.2897,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2743,observed_landslide,27.57987,91.85672,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4860,observed_landslide,26.1016,91.6906,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4845,observed_landslide,24.2315,92.6755,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1770,observed_landslide,26.1965,91.763,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7728,observed_landslide,26.1028,91.8806,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5274,observed_landslide,26.0838,94.564,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7836,observed_landslide,24.042,92.6724,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3776,observed_landslide,27.125,93.7145,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7388,observed_landslide,24.416,94.0984,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5421,observed_landslide,26.4205,94.9731,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2343,observed_landslide,25.4786,94.1327,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3683,observed_landslide,25.8782,94.1739,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7591,observed_landslide,25.0318,92.4584,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9232,observed_landslide,23.5397,93.3783,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4434,observed_landslide,26.1049,91.7369,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7214,observed_landslide,27.36,93.0385,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5582,observed_landslide,26.1309,91.8383,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2405,observed_landslide,28.3036,95.4112,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3556,observed_landslide,25.1555,93.8474,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2569,observed_landslide,25.2745,94.0212,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2423,observed_landslide,23.73504,92.71061,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3532,observed_landslide,25.0888,92.8551,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7956,observed_landslide,26.048,91.8695,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2425,observed_landslide,23.3439,93.0748,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6970,observed_landslide,25.5084,90.2191,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5312,observed_landslide,26.7103,94.693,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2568,observed_landslide,24.7679,93.4108,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7409,observed_landslide,25.72,94.6219,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9219,observed_landslide,26.0101,94.5282,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2579,observed_landslide,25.682,94.1076,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-8223,observed_landslide,23.7348,92.7187,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7336,observed_landslide,25.2193,90.5549,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9252,observed_landslide,27.5748,91.8644,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5300,observed_landslide,25.318,94.0441,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7665,observed_landslide,24.7016,93.5291,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1994,observed_landslide,25.0633,92.8025,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3760,observed_landslide,25.6703,94.1095,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-692,observed_landslide,25.705,94.04,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3633,observed_landslide,26.3186,94.5121,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7374,observed_landslide,25.1122,94.3591,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2098,observed_landslide,26.7215,95.0283,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2205,observed_landslide,23.7365,92.7146,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4610,observed_landslide,23.7705,92.5217,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5275,observed_landslide,26.1498,94.6055,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2247,observed_landslide,26.148,94.8422,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3927,observed_landslide,25.5144,90.2167,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-259,observed_landslide,25.52,91.27,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6112,observed_landslide,26.1964,91.7652,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7390,observed_landslide,24.4265,94.1913,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2420,observed_landslide,23.72989,92.71496,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-264,observed_landslide,26.1833,91.8,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6214,observed_landslide,25.9702,91.8587,,,,ESA_WorldCover_Tile_Unavailable
