event_id,sample_type,clay_content_pct,sand_content_pct,silt_content_pct,bulk_density_g_cm3,soil_ph,soil_organic_carbon_g_kg,soil_source,soil_api_status
GLC-REAL-147,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4382,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2424,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5431,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3672,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2253,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1108,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9168,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3560,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-587,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8012,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7335,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-141,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3983,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-148,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1775,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3663,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7385,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2575,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3840,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6015,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3741,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2106,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9051,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-870,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3830,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4906,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3269,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6990,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6222,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9169,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4435,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4313,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2344,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7263,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5271,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4424,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3525,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7369,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4892,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4377,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5430,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7264,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5006,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9335,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7279,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6288,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5087,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-258,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5338,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2411,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6143,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9124,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2282,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9338,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2421,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2249,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8901,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2283,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6016,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-215,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7780,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2281,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1996,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6283,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8930,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-869,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-285,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3662,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5427,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8339,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4905,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9186,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5107,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7253,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6286,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-594,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5337,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3881,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3925,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7383,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8900,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4757,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7666,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2045,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7701,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2422,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6513,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2248,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5268,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6106,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3965,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6969,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2044,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2587,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8684,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1596,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1771,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7364,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6968,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7373,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4570,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1935,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2577,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7276,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2576,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6293,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4858,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5269,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5270,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6284,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9251,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7699,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7664,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7589,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7887,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9404,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6287,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2304,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5273,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8995,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2567,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6285,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-868,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5005,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3860,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1127,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5603,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2042,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5442,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7933,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3637,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3837,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-220,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-212,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7372,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2570,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3806,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2026,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-714,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6110,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-247,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4407,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3789,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6292,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-545,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7265,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2436,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7727,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7334,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6200,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7778,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6290,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4408,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4403,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2140,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2243,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9142,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6107,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-255,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7660,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7389,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2437,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-731,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7371,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7923,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
